序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002725,跃岭股份,-9.99401569366455,15.04,3.63 亿,32.24 亿,38.50 亿,-177.69456481933594,10.818255424499512,509856,144236,21250016,1,2,汽车零部
2,002809,红墙股份,-10.019268035888672,9.34,3.01 亿,15.88 亿,22.44 亿,-50.14045715332031,18.088123321533203,1389586,145600,10259990,1,1,化学制品
3,000155,川能动力,-10.012516021728516,14.38,13.31 亿,265.48 亿,265.48 亿,24.876968383789062,4.752409934997559,3709349,145430,77745712,1,1,电力
4,002072,凯瑞德,-10.051546096801758,6.98,2.69 亿,25.65 亿,25.66 亿,-142.74314880371094,9.851237297058105,4816898,150000,6977208,1,0,贸易Ⅱ
5,001215,千味央厨,-10.0,41.04,4.39 亿,39.77 亿,39.87 亿,44.103416442871094,10.512412071228027,5794848,145612,24574752,1,5,食品加工
6,603163,圣晖集成,-9.99921989440918,115.39,6.29 亿,115.39 亿,115.39 亿,74.5498275756836,5.168399810791016,9150427,144217,29528301,1,1,专业工程
7,000039,中集集团,-9.982332229614258,10.19,16.76 亿,234.51 亿,549.50 亿,65.74166870117188,7.030910015106201,9810157,145009,33699752,1,2,通用设备
8,001211,双枪科技,-10.0,53.37,6.45 亿,35.76 亿,38.43 亿,176.43182373046875,17.461956024169922,10364454,145418,84649835,1,4,家居用品
9,603118,共进股份,-10.012836456298828,14.02,13.94 亿,110.38 亿,110.38 亿,112.85948944091797,12.048787117004395,11931833,144355,132428233,1,5,通信设备
10,002235,安妮股份,-10.034903526306152,10.31,7.38 亿,57.07 亿,59.75 亿,-2046.7733154296875,12.395820617675781,12358380,141833,35561251,1,0,造纸
11,002272,川润股份,-9.98396110534668,22.45,37.30 亿,91.63 亿,108.85 亿,-88.13367462158203,38.40070724487305,12432428,145603,79240506,1,2,通用设备
12,000586,汇源通信,-10.010009765625,17.98,4.53 亿,34.38 亿,34.78 亿,-156.82376098632812,12.84664249420166,13357342,141206,29710152,1,1,通信设备
13,600130,波导股份,-10.0,5.49,6.41 亿,41.17 亿,41.17 亿,402.5975646972656,15.000175476074219,17130447,142008,34894440,1,0,消费电子
14,603121,华培动力,-10.004810333251953,18.71,3.91 亿,63.34 亿,63.34 亿,-453.95977783203125,6.086644172668457,19952344,131115,679268604,2,10,汽车零部
15,603757,大元泵业,-10.0,59.85,13.91 亿,111.65 亿,111.65 亿,243.5832061767578,12.042304992675781,21013335,142250,216567225,1,14,通用设备
16,000813,德展健康,-9.929078102111816,3.81,5.92 亿,79.89 亿,79.90 亿,-58.0279541015625,7.026970863342285,22234017,112430,102847710,1,12,化学制药
17,603156,养元饮品,-9.989806175231934,44.15,15.22 亿,556.41 亿,556.41 亿,17.222156524658203,2.630568265914917,37233284,141021,78507529,1,1,饮料乳品
18,002637,赞宇科技,-10.032362937927246,11.12,3.42 亿,51.75 亿,52.31 亿,12.923544883728027,6.396347522735596,53841994,100645,95269488,1,4,化学制品
19,002491,通鼎互联,-9.97929573059082,21.74,34.78 亿,255.76 亿,267.40 亿,130.37826538085938,12.966537475585938,55926541,145230,101632326,1,0,通信设备
20,002342,巨力索具,-9.992961883544922,12.79,38.98 亿,122.10 亿,122.78 亿,827.0364990234375,31.341472625732422,77488828,144939,2739342315,1,4,通用设备
21,002629,仁智股份,-10.05221939086914,6.89,2.48 亿,24.96 亿,29.36 亿,-184.96871948242188,9.715503692626953,89643723,095409,145082041,1,8,油服工程
22,605198,安德利,-10.0,52.38,1.60 亿,141.71 亿,175.05 亿,60.18730926513672,1.1088358163833618,118394514,093845,73363428,1,4,农产品加
23,600208,衢州发展,-10.112359046936035,3.2,16.96 亿,272.26 亿,272.29 亿,21.647315979003906,6.147152900695801,134438371,111412,7919210348,4,1,房地产开
24,600769,祥龙电业,-10.0,18.9,2.74 亿,70.87 亿,70.87 亿,372.9678955078125,3.862448215484619,141920685,093227,1909945170,2,1,环境治理
25,002208,合肥城建,-10.00772762298584,23.29,32.74 亿,187.04 亿,187.09 亿,-187.8790740966797,16.866077423095703,323900481,132448,137821322,1,0,房地产开
